イヌパワー,ネコスピード,カメバリア,サルジャンプ,ドラゴンポイント,タヌキ運,フクロウ知恵,ライオン勇気,ウサギ敏捷,ペンギン冷静
30,36,98,89,58,44,4,60,37,97
96,82,50,88,19,79,35,53,36,40
50,91,90,0,76,18,2,11,53,6
81,77,83,1,96,23,63,67,57,85
86,18,49,67,10,60,73,45,0,24
85,56,16,37,29,10,77,56,5,17
2,95,85,54,85,56,68,18,25,78
58,14,55,70,6,31,96,14,84,34
12,81,36,24,4,31,49,12,97,81
21,65,95,30,98,43,66,55,31,95
70,14,21,43,18,97,99,23,57,4
74,34,94,99,62,89,36,89,97,3
56,91,2,5,92,75,56,75,26,3
59,57,1,25,29,83,29,89,28,70
90,94,2,1,64,53,40,75,13,20
28,75,67,44,39,83,38,42,80,95
12,14,71,10,26,85,21,88,92,52
69,48,58,11,91,31,73,23,57,28
9,57,67,2,6,30,84,30,13,3
94,35,74,13,58,85,59,27,17,67
71,18,5,30,71,44,82,48,64,52
5,25,87,56,96,70,7,9,10,10
63,25,62,22,87,4,24,89,29,60
28,72,92,60,8,43,90,53,37,60
22,20,97,69,37,100,48,84,2,91
24,73,20,13,23,74,1,58,23,69
7,81,22,39,49,38,57,88,91,63
91,51,86,81,6,37,59,8,90,6
51,99,54,22,11,64,72,31,27,65
5,63,29,69,32,97,98,34,86,90
5,61,6,68,48,65,8,58,90,2
14,95,86,75,16,18,2,44,77,67
99,0,40,24,59,83,96,25,97,49
70,0,4,84,13,38,98,97,79,39
53,63,59,28,57,72,54,3,35,16
10,15,95,43,100,99,38,12,52,21
75,99,16,17,38,26,9,46,67,98
71,53,31,72,28,96,60,77,4,4
17,56,97,97,86,38,70,11,64,43
0,88,79,47,60,46,52,93,97,85
11,34,88,81,38,34,60,90,93,28
14,86,42,21,9,53,9,33,76,78
39,37,18,27,76,30,6,77,71,58
31,28,23,33,33,61,47,20,71,29
42,70,58,51,7,66,87,90,100,24
24,25,2,54,87,47,49,80,12,70
53,72,12,32,9,13,22,7,87,85
49,74,82,61,89,96,47,27,16,32
61,44,39,2,74,31,53,6,92,57
34,4,71,11,62,97,93,39,19,98
23,98,48,56,86,69,29,26,91,11
71,2,34,19,2,42,84,73,75,39
36,85,93,86,63,73,98,38,80,12
100,86,12,37,89,10,56,90,6,68
11,48,49,97,29,52,38,51,72,35
10,95,19,48,71,59,41,50,75,69
39,67,0,82,83,15,95,0,15,22
42,84,78,54,63,6,5,86,20,80
7,3,38,85,87,32,99,68,21,68
49,16,95,8,39,37,83,36,2,86
10,88,77,0,27,68,90,23,92,19
37,20,88,1,90,70,47,24,34,74
19,77,68,95,81,33,43,5,40,41
47,2,87,73,86,66,48,33,95,6
71,41,81,13,48,40,22,72,70,20
6,35,76,95,82,16,34,43,86,50
57,97,45,82,34,57,1,17,11,31
21,39,99,71,12,58,24,72,46,51
85,96,39,38,80,34,84,79,80,92
89,82,34,5,21,100,81,57,66,21
84,61,8,19,43,78,53,6,7,34
39,14,9,16,11,88,78,17,29,32
81,43,66,100,29,52,94,14,77,11
13,28,41,37,4,42,29,27,28,20
91,86,22,17,22,17,32,74,17,1
80,73,92,54,81,36,31,91,67,26
41,31,68,36,33,62,17,2,25,96
92,82,82,77,42,27,48,83,23,100
29,5,23,65,28,16,90,69,58,45
50,59,32,90,52,92,15,29,69,35
52,47,85,59,79,30,61,39,88,5
9,14,23,28,6,5,65,98,75,54
62,56,79,63,90,43,94,8,53,16
33,57,91,26,97,10,52,49,27,40
54,7,16,72,29,55,72,34,16,12
97,53,88,59,47,91,73,18,92,89
48,7,9,58,78,71,69,40,27,62
39,23,48,60,77,100,85,25,78,81
33,37,92,37,86,57,76,2,27,13
82,61,55,71,92,63,65,3,23,98
43,66,90,81,56,96,64,14,38,43
61,9,62,79,56,81,1,74,51,35
90,63,7,89,80,59,50,52,30,91
38,3,68,58,2,11,44,89,40,13
74,61,38,85,84,39,92,2,45,63
72,75,29,7,9,99,26,90,100,60
73,51,98,0,60,62,14,95,36,56
12,20,56,22,68,56,61,35,49,87
62,90,5,26,68,36,44,21,90,2
87,89,42,95,16,76,50,40,3,86
52,58,14,77,33,62,97,9,70,20
14,97,53,98,80,86,21,50,1,2
99,77,4,88,29,89,53,72,99,31
26,100,35,53,20,24,0,6,65,81
59,83,10,30,6,37,35,9,23,38
39,81,67,4,41,55,72,98,58,18
70,45,71,53,65,76,10,22,90,97
86,18,5,33,86,41,87,40,31,55
8,28,28,30,32,36,26,48,96,91
25,54,84,67,75,47,13,11,99,80
93,31,52,82,27,28,10,56,0,14
19,89,37,14,20,29,27,21,21,99
95,57,22,90,76,81,38,51,5,73
4,6,81,70,47,39,82,21,80,10
87,51,45,54,99,14,87,7,76,60
74,94,2,5,15,55,32,62,75,8
52,89,3,78,35,70,68,67,63,9
79,15,48,31,53,30,45,3,29,68
71,65,25,51,42,13,7,89,77,41
93,64,21,53,14,32,71,96,99,31
81,59,100,7,85,95,77,47,47,19
19,27,58,42,49,65,12,49,21,61
6,13,94,76,74,55,94,73,41,49
7,77,56,48,95,17,87,19,70,40
81,4,10,8,11,17,77,44,36,80
58,81,83,0,14,82,56,8,77,98
85,12,77,73,59,57,39,61,58,81
0,86,46,23,11,5,92,68,55,92
19,9,93,49,32,48,30,77,77,34
24,81,14,59,54,17,92,86,57,81
32,83,56,56,56,40,45,9,69,48
68,19,93,80,91,95,57,13,83,52
90,57,91,3,20,82,15,60,53,50
73,15,47,37,89,54,27,19,37,76
12,97,33,68,80,90,6,22,99,35
80,32,80,47,33,84,90,53,15,84
12,13,45,41,4,96,76,21,2,27
29,26,25,40,61,25,1,84,16,29
65,100,58,60,4,68,16,81,100,12
60,98,47,46,59,57,16,11,52,34
85,41,5,69,48,18,73,99,18,57
77,41,1,63,48,57,100,27,46,14
54,21,65,92,50,43,82,60,19,81
25,64,99,29,98,48,12,27,35,95
58,16,92,98,30,51,16,84,21,70
75,98,74,95,46,74,15,59,11,2
28,10,79,2,38,42,57,38,5,4
15,55,86,11,63,35,18,3,56,30
22,89,53,47,78,83,11,47,52,40
0,32,60,31,66,0,5,16,95,65
51,72,83,63,91,39,71,50,15,75
56,4,93,56,74,24,27,94,79,26
11,41,69,75,57,28,39,70,83,57
62,38,28,23,47,76,47,15,37,87
7,67,13,40,60,78,14,18,96,22
26,47,75,15,39,25,47,0,57,69
30,58,30,48,57,19,33,44,19,38
51,57,15,65,37,93,22,16,73,19
90,43,67,26,45,36,51,75,60,59
68,96,75,39,74,28,32,29,17,61
73,58,31,27,61,98,93,7,56,81
70,49,44,86,19,3,27,12,95,9
15,41,79,36,14,9,76,28,0,6
28,25,100,76,15,81,60,34,90,10
0,5,11,23,94,46,88,16,66,4
58,33,66,42,42,44,90,60,100,17
12,3,39,75,39,80,97,5,99,79
28,15,15,11,21,1,54,80,41,95
37,43,96,26,77,26,58,66,83,69
65,19,83,20,94,70,34,64,96,11
37,19,86,11,22,94,31,17,47,5
15,83,60,99,85,88,89,37,56,20
9,89,47,59,40,12,68,27,63,100
89,10,5,54,26,91,40,8,30,86
53,96,73,54,80,91,64,76,27,92
98,40,32,63,23,2,11,57,15,2
25,95,76,40,52,56,29,98,99,59
10,57,99,96,38,62,77,87,86,30
65,18,45,3,26,48,11,21,5,84
65,56,84,48,8,26,2,86,99,18
81,12,14,50,65,64,95,57,83,93
41,94,24,15,34,80,36,87,37,30
73,44,4,63,76,12,55,2,59,71
18,41,15,74,2,15,26,51,45,41
49,12,91,72,49,34,56,93,87,1
40,45,20,69,1,21,82,98,53,49
81,14,35,36,44,7,13,84,17,41
53,82,58,0,79,20,5,94,7,85
67,12,74,46,84,21,29,14,17,84
83,68,45,56,45,16,75,63,75,4
99,98,69,32,33,28,99,13,34,6
20,18,10,5,4,36,37,42,48,70
93,86,62,90,90,25,41,74,15,56
96,5,80,5,91,95,63,97,36,93
35,76,23,62,62,60,27,22,6,92
44,95,71,10,10,61,26,25,10,59
21,10,73,16,92,97,12,87,3,50
39,7,72,33,77,43,33,61,89,20
39,32,76,50,80,9,80,0,10,83
19,13,29,36,84,100,38,76,60,13
56,32,15,20,92,48,7,99,73,43
64,100,46,13,16,57,31,32,72,72
13,83,48,31,9,96,71,60,31,61
9,55,1,59,95,4,55,13,58,22
47,44,26,93,39,30,97,54,43,15
45,19,12,19,39,49,6,53,1,4
14,100,91,57,31,10,96,100,27,15
66,14,94,87,79,4,59,3,57,26
64,30,40,53,48,39,76,55,90,20
77,68,11,50,28,69,68,99,100,78
50,77,72,65,90,61,19,12,71,44
74,45,100,37,24,51,39,63,84,47
25,49,22,57,95,66,38,86,77,5
48,86,58,50,61,100,1,100,84,79
15,74,0,29,65,70,98,73,42,36
36,67,64,33,1,16,62,82,34,67
45,54,85,48,93,12,48,90,0,30
66,26,85,24,12,59,67,74,72,15
13,54,20,48,48,13,87,81,11,37
28,42,78,92,26,75,53,87,70,96
12,86,63,98,66,72,33,90,84,83
65,14,34,77,97,76,77,6,94,39
14,23,24,60,19,20,56,57,62,31
0,7,60,6,13,54,42,64,39,23
13,71,62,29,92,28,85,36,51,34
90,56,69,50,40,53,9,59,42,70
87,96,98,0,66,86,96,40,8,85
9,98,88,41,47,91,73,34,75,51
9,90,74,59,73,39,38,25,100,48
46,64,6,61,97,90,53,8,47,68
68,40,97,24,15,69,81,92,95,4
4,38,58,38,97,68,86,7,78,11
11,33,12,41,3,39,52,94,19,68
56,40,27,4,2,100,88,44,80,29
14,44,19,33,51,59,51,12,77,99
55,6,64,72,36,70,18,14,43,1
61,52,93,34,74,67,77,75,100,73
41,79,56,74,74,27,92,48,42,3
12,38,56,69,68,70,54,73,0,53
45,70,49,60,99,78,80,99,68,41
26,76,38,14,46,76,46,74,28,35
96,47,86,3,57,30,0,5,7,1
87,48,46,54,15,73,78,19,60,88
85,23,16,98,0,1,82,95,42,12
55,56,16,57,7,54,65,11,43,92
98,1,71,88,15,66,45,17,4,92
95,94,15,67,39,22,39,99,58,62
29,90,91,78,0,69,4,74,55,19
68,67,53,24,69,88,67,15,34,87
33,7,91,3,84,44,27,86,31,36
95,79,82,47,84,83,64,78,85,89
48,93,80,50,32,95,11,51,73,33
100,47,66,38,84,38,98,58,17,7
15,43,34,44,34,68,73,41,43,81
5,36,69,3,29,29,35,84,75,62
82,90,29,44,20,48,94,80,58,30
18,10,66,77,65,35,20,78,63,64
54,33,53,87,31,68,5,99,76,56
58,92,96,59,78,20,80,65,10,58
97,63,24,51,51,100,83,21,75,2
32,93,41,15,89,23,63,36,9,40
60,8,72,13,82,47,81,70,19,97
28,79,65,16,86,92,16,69,70,50
98,1,27,60,71,9,94,51,48,43
73,49,64,1,95,50,40,35,47,46
84,52,56,9,35,96,61,64,75,15
89,49,74,75,80,99,12,21,34,75
81,59,52,22,33,80,90,10,6,79
95,12,73,61,85,29,53,52,91,7
81,94,86,90,92,65,27,8,22,10
31,96,11,72,35,19,51,76,71,25
47,66,6,69,90,99,34,73,71,96
81,12,0,29,30,28,5,53,60,66
67,59,87,28,14,14,92,25,11,58
63,63,7,0,24,80,5,47,62,62
66,29,44,60,34,90,55,90,82,19
88,59,4,41,79,11,15,92,22,46
85,71,5,56,4,40,99,60,10,26
19,59,78,83,7,90,48,89,98,88
5,23,89,12,11,21,83,58,42,73
80,25,44,45,14,61,28,80,32,0
15,59,30,31,89,61,65,19,100,85
52,89,14,7,11,68,89,81,76,62
29,57,95,4,98,35,30,74,73,78
38,97,69,48,89,49,94,59,52,54
45,96,65,63,14,46,35,93,16,75
23,11,74,85,35,87,81,66,86,98
57,23,67,92,66,15,24,41,44,84
3,43,85,74,58,27,4,83,71,77
93,34,5,9,9,13,84,78,16,18
19,68,92,99,25,7,91,48,3,14
71,91,90,15,61,81,9,26,7,78
4,53,16,10,68,94,52,66,52,73
2,82,19,62,57,65,76,26,88,34
22,46,33,79,40,91,83,63,86,47
3,50,48,49,38,48,93,53,83,85
93,70,63,97,92,49,76,84,92,48
71,33,51,20,61,37,2,18,3,73
87,87,70,72,98,82,87,36,96,79
15,96,99,18,43,7,8,76,31,31
79,30,20,91,84,40,16,100,89,98
40,2,83,86,0,31,98,96,86,99
40,72,8,40,2,3,97,4,100,6
81,68,33,22,80,92,93,99,25,13
59,80,46,27,56,15,43,34,62,12
5,80,7,80,68,9,70,11,77,87
69,72,44,92,53,59,45,21,76,46
89,65,46,90,99,77,28,0,87,1
100,26,100,80,65,2,1,88,0,33
100,63,65,65,46,72,34,69,23,40
89,97,43,41,14,61,28,13,3,27
8,95,36,61,19,80,33,68,79,87
73,80,74,63,70,44,45,72,29,93
68,4,53,58,2,30,93,78,60,1
83,7,53,45,52,34,13,3,0,30
71,32,40,81,55,29,11,69,0,46
39,87,97,74,53,82,92,14,98,3
66,19,41,88,42,86,66,77,44,74
73,68,74,89,61,56,26,98,61,68
31,15,4,37,98,78,28,13,56,72
73,75,82,48,92,60,1,82,31,36
44,41,50,21,6,29,41,42,83,40
36,16,88,7,67,5,13,46,49,24
53,22,63,37,33,74,56,66,19,77
86,90,24,96,16,82,56,33,51,67
71,50,22,48,26,52,50,80,14,11
81,20,93,35,25,94,99,74,68,91
9,7,1,55,58,74,81,60,49,76
38,15,82,84,44,77,69,68,78,66
82,100,78,93,13,15,94,45,84,8
94,53,5,79,84,82,70,13,91,28
20,50,81,62,62,80,24,17,52,91
92,94,47,31,9,91,85,36,70,76
95,45,10,74,2,70,65,18,49,33
44,90,49,13,70,70,59,62,85,91
87,29,50,43,67,87,59,38,59,27
38,88,43,33,63,48,25,54,48,61
78,63,79,26,48,33,32,88,76,49
24,72,69,53,12,19,47,98,83,96
26,56,56,9,48,9,86,1,59,92
76,49,7,29,40,59,32,70,80,79
25,83,62,62,40,77,85,63,25,94
61,59,66,4,62,61,64,54,31,35
1,15,76,22,36,9,3,8,33,72
7,34,47,36,34,60,88,70,50,36
46,67,20,53,19,34,23,62,92,29
78,97,96,48,68,10,53,46,81,61
47,99,70,31,59,36,85,41,88,34
31,15,78,37,58,68,92,8,70,3
35,84,11,13,51,8,98,38,18,99
91,72,83,0,100,56,60,43,3,27
89,40,91,97,69,100,87,72,43,44
56,91,52,22,21,24,58,2,12,52
31,27,86,80,68,100,54,29,1,70
31,8,63,25,24,25,75,10,73,33
79,50,15,22,59,9,80,20,1,45
4,7,85,42,38,20,51,20,19,43
31,77,13,23,39,78,60,30,34,55
49,53,50,97,80,37,38,95,6,4
19,84,32,71,10,11,77,87,25,14
36,18,83,35,44,72,3,84,85,10
48,23,51,90,23,56,69,37,57,48
14,49,66,42,11,7,27,39,68,56
82,34,56,96,31,88,16,2,91,21
51,81,58,85,96,80,87,92,14,78
53,72,55,17,30,68,84,48,51,72
87,59,5,19,92,28,59,71,42,59
88,7,91,69,86,88,41,91,25,62
39,74,47,68,80,31,62,40,32,70
3,91,34,37,23,14,18,94,49,11
46,42,7,44,20,19,87,59,90,59
63,25,97,22,98,10,57,86,57,12
79,4,47,82,43,22,34,63,22,48
52,27,56,67,18,70,93,42,23,29
77,33,39,29,71,67,13,46,28,59
75,56,96,99,37,11,95,4,45,68
32,97,56,49,40,99,26,72,43,38
55,90,34,28,0,86,56,58,60,10
43,48,50,58,73,99,92,73,45,93
48,80,21,16,67,65,69,63,46,51
41,39,12,96,91,6,51,41,42,41
59,90,86,26,27,55,13,47,32,83
70,22,81,13,90,15,96,11,76,32
100,16,32,89,83,65,36,2,61,66
0,63,72,23,20,12,59,12,33,7
33,55,91,88,88,32,27,86,46,44
91,38,16,24,41,65,1,49,44,12
38,72,57,63,43,44,12,71,5,1
41,64,40,86,90,43,94,22,68,44
49,23,62,1,41,2,49,80,79,72
80,76,32,61,7,22,27,90,98,7
77,76,57,64,41,17,76,5,2,56
65,32,90,73,45,61,66,64,26,91
27,39,71,52,14,5,23,45,13,75
50,74,5,17,1,69,46,24,93,15
28,63,80,70,89,8,21,9,61,50
87,74,31,4,35,71,82,24,58,46
82,76,65,29,19,42,96,38,63,93
28,14,51,96,16,59,28,39,19,22
3,81,59,40,90,94,36,31,34,47
23,87,38,20,75,76,14,68,69,18
33,89,18,38,8,90,24,28,95,71
12,54,40,79,57,55,22,72,5,25
75,83,44,63,9,25,80,36,78,37
96,37,77,66,39,85,7,78,69,99
46,91,68,83,18,27,69,15,69,95
24,30,50,67,21,96,22,12,89,45
97,38,92,80,95,77,28,46,55,12
44,24,34,32,12,92,5,86,81,48
61,7,60,46,52,77,91,86,68,53
43,64,6,47,31,19,0,4,52,34
31,62,8,29,26,2,99,52,58,13
83,81,50,4,14,76,50,85,91,52
14,93,28,73,9,62,90,59,60,20
49,8,42,62,18,2,74,74,37,53
35,44,89,100,13,81,13,44,69,94
93,50,86,54,5,43,88,3,95,59
29,43,16,92,31,56,84,93,12,94
36,50,60,87,82,70,80,6,22,3
71,82,96,63,98,12,75,20,72,37
4,32,89,76,9,33,42,2,16,95
55,6,63,44,82,91,3,3,37,10
61,11,19,52,20,59,52,71,3,64
57,9,86,71,75,40,86,15,70,46
28,74,39,26,68,35,20,25,96,19
51,38,37,83,22,27,69,59,63,6
97,76,41,88,87,11,38,23,31,0
88,15,67,13,33,13,22,21,93,84
6,77,60,54,31,66,86,67,97,22
88,2,29,56,29,43,17,18,14,76
59,64,99,85,72,0,61,34,26,74
83,10,80,97,37,35,68,8,33,55
17,78,99,26,35,58,35,35,51,90
53,82,73,27,0,70,89,54,7,67
98,25,34,18,13,5,36,50,92,98
46,47,99,20,4,33,92,82,12,29
13,100,98,72,33,54,0,90,23,5
0,7,97,16,86,79,48,97,57,32
30,54,37,7,13,16,7,17,66,25
17,76,57,100,77,16,62,36,26,49
49,30,59,89,11,22,77,41,18,74
45,55,61,89,51,14,92,23,74,14
79,21,46,86,60,55,35,64,2,38
50,85,84,74,90,87,75,38,89,64
47,25,10,30,24,51,98,27,91,65
53,85,78,38,58,5,19,8,33,15
73,83,60,80,74,18,1,24,57,61
9,78,14,62,28,14,94,28,35,66
76,37,47,53,20,38,74,76,69,95
45,74,45,13,96,7,90,2,77,12
72,42,20,65,83,5,71,81,6,38
65,5,87,86,2,8,75,44,9,83
68,64,4,66,0,16,75,36,72,86
26,51,8,8,86,18,48,95,87,65
23,64,3,93,92,39,42,28,8,0
56,96,97,5,57,85,28,26,67,59
4,16,55,95,1,77,24,97,65,51
59,74,6,52,26,4,99,26,53,39
51,53,93,55,0,18,46,13,81,17
10,42,40,2,40,1,3,85,33,58
88,94,43,38,65,91,27,59,89,24
96,76,65,54,42,37,83,34,15,11
83,75,49,66,6,4,49,16,86,60
83,57,38,21,63,22,62,12,36,66
65,3,51,23,54,18,0,80,69,90
16,29,77,41,29,65,3,53,18,82
60,27,22,16,3,60,1,61,41,33
12,70,100,58,30,91,67,74,86,89
4,63,59,47,17,43,38,87,13,76
11,49,37,38,100,94,47,45,47,61
98,98,32,52,20,19,47,43,73,31
42,65,37,0,80,49,98,27,55,56
64,33,52,10,70,72,46,85,32,37
80,78,52,36,80,67,59,8,31,92
79,10,53,16,63,85,19,69,2,82
31,20,98,81,55,100,60,63,96,75
76,64,25,59,44,46,75,31,27,41
1,42,41,68,2,82,92,62,27,63
4,31,77,83,100,54,39,67,3,73
65,71,74,45,73,73,98,78,100,36
31,42,19,95,4,5,42,97,37,97
21,25,35,75,44,90,56,55,90,95
1,37,2,72,39,85,60,86,29,52
17,45,47,44,59,25,86,7,32,28
73,94,41,86,63,62,70,53,2,43
47,36,56,22,53,35,18,6,7,29
26,26,39,29,69,28,90,26,42,51
22,42,36,15,47,25,51,50,18,69
58,31,46,67,57,86,16,0,0,42
93,64,100,91,67,41,33,71,43,91
61,77,53,69,98,14,95,26,61,0
76,25,19,16,70,13,22,51,100,17
51,62,96,54,44,85,96,9,69,4
63,86,68,83,19,33,49,44,91,65
29,86,72,82,0,38,47,54,16,35
24,98,43,36,45,94,3,97,97,61
5,1,18,16,4,37,35,76,60,39
18,13,80,51,70,76,10,81,37,6
44,8,64,9,9,28,35,12,49,48
19,68,67,39,4,29,26,90,88,62
46,66,66,83,70,100,2,87,68,12
8,77,52,44,18,22,35,29,10,44
71,0,4,56,27,53,45,69,90,63
51,60,51,30,49,7,18,77,70,31
100,40,70,74,78,35,15,12,61,20
26,6,69,61,44,15,40,2,78,13
80,76,33,86,40,38,21,86,89,80
98,94,5,48,38,99,71,100,2,17
25,70,61,29,59,40,62,84,37,100
21,20,64,52,78,6,81,23,30,55
44,99,74,66,63,49,14,99,75,87
14,64,51,97,20,73,37,16,43,51
77,48,65,34,60,26,29,66,89,59
7,9,49,86,49,44,22,0,38,93
95,59,8,81,92,46,31,48,24,13
36,45,67,99,50,90,5,28,45,18
37,6,96,5,15,50,36,95,80,24
5,10,30,85,85,2,19,68,85,50
66,70,12,82,35,33,71,53,40,16
29,62,33,69,3,1,92,84,21,31
50,47,37,75,78,85,9,76,18,85
89,56,0,24,88,5,31,57,37,93
79,63,61,91,14,89,96,21,46,96
3,95,15,2,94,48,66,25,61,86
70,57,79,18,29,9,13,79,66,38
35,3,27,17,88,99,8,55,0,62
13,97,95,38,57,13,66,48,11,78
39,77,62,47,14,93,89,57,22,2
24,78,92,40,34,44,11,66,85,33
16,50,11,9,100,93,44,46,42,70
4,33,66,56,92,95,75,13,54,39
19,61,1,71,73,56,87,0,53,77
9,6,54,36,16,98,40,50,20,84
81,30,39,50,50,78,30,94,42,57
19,55,47,35,80,80,86,97,51,11
42,58,75,42,89,61,39,28,51,7
47,76,25,37,44,0,99,47,76,8
91,7,41,14,65,5,79,55,57,41
47,2,93,20,13,4,79,85,25,39
19,59,36,20,30,37,56,34,91,66
3,13,26,24,89,48,79,1,41,37
61,81,6,3,58,17,29,42,68,17
47,26,27,89,93,50,70,90,10,39
54,12,12,44,1,36,11,6,3,1
76,56,94,61,73,83,76,0,19,80
26,17,77,47,21,17,96,37,10,73
51,70,76,20,82,51,25,77,60,26
82,38,38,99,41,83,17,30,73,41
19,54,61,3,79,28,92,45,65,29
98,49,86,64,61,0,26,92,42,39
82,75,14,23,32,26,51,70,69,6
67,44,56,52,35,87,98,21,42,60
60,54,77,63,82,71,83,70,28,94
78,80,9,94,28,77,16,96,70,87
3,44,61,55,85,13,26,21,18,5
91,89,69,35,2,10,54,57,46,67
79,10,62,7,51,94,35,16,84,82
54,5,68,46,81,92,30,72,50,45
44,6,46,42,15,98,22,40,73,72
38,46,72,49,61,86,72,82,41,4
41,66,44,76,22,86,68,55,69,67
28,27,80,42,20,74,24,96,83,51
64,62,37,0,10,66,60,86,20,74
29,98,88,83,8,94,81,45,69,15
72,61,20,34,40,10,67,62,17,98
65,46,11,82,56,81,6,91,10,3
69,44,63,63,40,62,91,32,48,94
94,87,24,39,12,22,64,39,23,64
1,53,100,93,39,38,44,55,38,33
94,43,63,53,18,94,94,97,19,14
36,44,61,97,2,88,14,26,16,70
60,99,37,44,41,81,11,61,28,77
65,37,26,83,87,84,94,37,72,12
37,9,98,35,44,50,44,41,59,35
89,79,94,54,84,90,80,48,7,70
96,83,98,25,83,91,27,91,4,55
6,7,14,25,95,49,53,91,11,9
20,39,57,7,95,6,12,97,53,55
6,97,10,23,27,84,14,44,28,79
12,15,84,7,30,25,11,34,86,14
43,23,59,91,53,62,67,68,86,87
2,10,91,93,70,37,40,21,28,84
97,65,78,81,92,36,44,53,77,53
34,22,61,83,94,84,64,47,68,43
57,63,63,33,31,19,99,86,54,95
79,45,0,61,17,32,73,2,28,40
52,38,79,36,87,29,71,82,98,65
37,43,96,81,70,44,11,85,23,4
34,85,73,14,43,86,23,82,49,19
21,60,54,21,57,2,63,68,50,40
70,90,25,77,32,16,31,83,89,33
94,19,57,65,15,37,61,63,42,13
48,14,33,89,88,6,78,48,47,72
76,2,74,97,92,26,37,38,32,10
45,1,69,25,60,100,33,61,55,0
50,82,71,16,87,69,79,6,93,70
43,61,63,81,89,74,42,32,59,50
78,20,68,85,35,96,19,50,85,72
29,56,38,3,89,93,53,50,77,72
99,73,19,80,60,7,100,58,84,45
51,19,3,84,80,57,6,82,14,62
5,19,91,48,22,26,73,53,94,1
0,0,77,40,20,82,35,25,21,6
25,95,51,72,55,48,2,39,93,89
75,93,76,88,15,67,6,67,1,30
76,78,33,3,30,18,87,67,70,46
26,97,79,60,1,5,9,63,71,37
64,77,2,96,4,36,97,97,46,29
75,17,23,8,96,89,76,82,66,5
26,84,7,0,71,71,94,77,99,21
10,63,24,65,44,61,15,8,91,92
88,78,69,6,76,46,61,33,94,0
59,94,32,75,88,31,23,73,60,57
22,43,51,61,69,73,29,93,100,74
89,99,85,75,94,6,99,95,83,60
47,1,73,75,93,4,69,3,25,64
75,54,65,10,90,95,9,4,36,35
28,74,0,78,9,44,72,71,36,48
34,45,74,65,88,8,52,87,20,83
15,71,16,62,44,44,2,75,30,41
29,34,36,4,9,70,92,50,96,60
73,95,5,56,3,86,18,9,60,8
90,74,38,28,51,96,99,19,36,25
42,36,94,61,26,86,68,31,8,15
10,18,23,41,9,44,57,71,11,20
25,41,79,75,46,59,91,37,23,9
33,43,7,72,82,42,73,95,14,29
9,71,60,99,95,34,41,79,83,24
8,52,43,80,62,87,39,29,49,67
45,90,72,30,21,63,65,92,54,13
68,36,83,5,23,71,99,12,93,52
70,21,94,3,38,84,12,66,28,66
71,83,20,19,71,26,84,90,51,88
46,88,74,0,5,77,61,18,5,78
55,63,18,98,35,55,100,10,25,63
46,73,21,55,73,15,5,6,69,41
5,1,18,29,56,66,76,62,80,84
87,80,71,14,97,95,79,54,100,81
42,31,69,98,2,30,50,20,76,12
84,21,43,13,39,43,6,48,10,65
34,51,13,92,28,60,84,92,41,25
24,50,90,22,37,35,28,39,57,42
25,88,51,42,55,96,9,47,78,100
15,39,75,62,89,59,61,12,31,43
58,51,86,14,41,41,83,51,53,35
1,17,8,0,57,15,95,28,85,17
87,95,67,67,57,81,8,70,73,9
99,67,72,32,94,23,74,26,80,96
31,19,39,23,58,93,52,52,36,99
21,25,20,36,77,0,73,60,30,37
34,68,18,80,26,50,48,21,68,95
14,31,30,12,96,41,35,56,52,81
44,93,77,30,20,39,61,76,59,37
52,67,13,12,14,92,88,83,5,3
92,38,17,64,49,78,20,25,37,60
12,83,41,1,76,67,21,12,8,30
26,62,58,69,53,38,6,82,56,90
93,49,58,58,89,8,46,4,29,51
67,5,0,97,56,21,56,57,92,67
89,49,71,65,82,68,9,99,57,13
66,98,8,13,100,9,84,91,64,79
29,2,17,15,79,86,11,21,3,98
90,85,35,43,52,18,65,48,78,68
98,90,41,45,46,77,40,51,94,76
87,37,32,21,9,7,80,14,45,24
75,58,33,5,67,84,56,11,24,0
86,91,22,6,94,44,7,21,22,15
45,6,14,51,64,34,85,86,37,80
13,32,1,36,20,99,21,39,32,87
93,52,89,57,87,7,92,35,5,23
56,33,42,98,68,97,28,73,68,19
64,22,76,73,49,52,97,67,44,1
16,96,84,27,99,76,66,93,39,22
82,8,100,47,40,39,79,48,91,60
23,91,96,54,10,5,29,41,82,79
42,75,71,55,24,5,35,22,90,18
95,64,10,25,9,15,38,33,4,8
61,48,55,42,61,1,89,51,73,53
74,93,75,79,81,62,86,8,94,44
13,22,52,84,43,61,93,91,62,12
35,97,42,98,36,12,69,51,25,20
23,25,50,100,14,18,45,40,100,80
41,19,100,92,50,13,30,14,54,83
47,47,66,95,63,58,90,99,23,54
78,63,68,34,85,3,4,84,94,77
40,11,60,92,4,23,36,100,69,68
64,89,33,61,44,90,29,53,21,68
12,81,4,33,32,82,65,70,87,18
38,34,40,89,60,82,13,9,80,36
100,49,71,10,94,75,45,30,33,21
8,45,41,80,42,24,59,58,21,31
68,38,10,12,49,84,33,73,64,8
25,68,78,38,2,70,78,56,96,10
9,22,76,43,3,32,37,66,27,40
85,10,65,84,54,17,57,64,2,73
