order_id,customer_id,order_date,product_id,category,price,quantity,payment_method,region,total_amount
1596,9213,2025-02-11,929,衣類,15271,3,PayPay,大阪,45813
1597,4364,2024-08-12,868,食品,16370,4,PayPay,札幌,65480
1598,7487,2024-07-29,265,書籍,9652,3,クレジットカード,福岡,28956
1599,5531,2024-11-01,199,家電,1408,3,楽天ペイ,名古屋,4224
1600,3942,2024-12-22,712,書籍,15283,4,PayPay,東京,61132
1601,7312,2025-01-30,201,家具,1311,2,クレジットカード,東京,2622
1602,4394,2024-06-07,199,衣類,15582,4,銀行振込,大阪,62328
1603,7008,2024-06-06,312,書籍,15771,3,銀行振込,名古屋,47313
1604,6700,2024-09-11,547,食品,1739,4,クレジットカード,大阪,6956
1605,6019,2024-07-18,948,衣類,955,2,楽天ペイ,名古屋,1910
1606,9248,2024-06-30,198,衣類,6820,3,PayPay,名古屋,20460
1607,5239,2025-04-14,692,書籍,14316,2,楽天ペイ,札幌,28632
1608,1168,2025-01-13,958,衣類,12942,1,銀行振込,福岡,12942
1609,3458,2024-10-22,636,食品,10179,3,クレジットカード,札幌,30537
1610,9164,2024-05-14,857,家具,6047,3,楽天ペイ,大阪,18141
1611,1246,2024-07-20,713,衣類,13527,4,現金,大阪,54108
1612,4271,2024-08-21,862,家電,3787,3,PayPay,東京,11361
1613,7503,2025-03-21,744,家具,5874,1,クレジットカード,東京,5874
1614,8873,2024-11-05,807,書籍,14875,4,楽天ペイ,大阪,59500
1615,6052,2024-10-17,194,書籍,16961,1,現金,福岡,16961
1616,4872,2024-06-20,651,家具,15567,3,クレジットカード,大阪,46701
1617,5259,2024-06-25,460,書籍,6059,2,楽天ペイ,名古屋,12118
1618,9858,2024-09-03,964,衣類,1798,3,PayPay,札幌,5394
1619,3693,2024-10-01,267,家電,3379,1,銀行振込,大阪,3379
1620,3710,2024-05-07,946,家具,5936,2,PayPay,大阪,11872
1621,3654,2025-04-22,557,書籍,16094,1,クレジットカード,大阪,16094
1622,4341,2025-04-04,955,食品,5941,2,楽天ペイ,東京,11882
1623,7820,2025-01-28,466,衣類,10380,1,楽天ペイ,名古屋,10380
1624,4000,2024-08-18,758,書籍,7650,3,現金,東京,22950
1625,2524,2025-02-24,803,書籍,3509,2,クレジットカード,大阪,7018
1626,1704,2024-07-01,479,家具,10949,3,楽天ペイ,東京,32847
1627,7090,2025-04-15,982,家具,16871,1,クレジットカード,札幌,16871
1628,6986,2024-11-03,388,家具,14205,1,現金,東京,14205
1629,7164,2025-02-24,336,家電,5866,3,クレジットカード,東京,17598
1630,8501,2024-06-06,295,家電,1054,3,PayPay,東京,3162
1631,5476,2024-06-16,616,書籍,8811,4,楽天ペイ,札幌,35244
1632,6414,2025-02-09,904,家電,1508,4,現金,福岡,6032
1633,7019,2024-09-28,511,書籍,14414,4,銀行振込,大阪,57656
1634,7912,2024-06-16,575,書籍,6534,3,PayPay,札幌,19602
1635,3773,2025-01-10,308,衣類,8874,3,PayPay,札幌,26622
1636,3795,2024-05-14,489,食品,2687,4,銀行振込,札幌,10748
1637,2801,2024-05-23,600,書籍,11271,2,銀行振込,福岡,22542
1638,9303,2024-08-05,143,衣類,13178,3,現金,札幌,39534
1639,2233,2025-02-25,507,家電,3638,3,クレジットカード,札幌,10914
1640,1489,2025-03-14,921,衣類,7888,4,銀行振込,東京,31552
1641,8972,2025-03-08,545,家電,8063,2,現金,大阪,16126
1642,4984,2025-01-29,291,書籍,12666,4,楽天ペイ,名古屋,50664
1643,8448,2024-09-23,668,食品,13139,4,PayPay,東京,52556
1644,2190,2024-09-01,506,衣類,9667,1,楽天ペイ,大阪,9667
1645,1397,2024-11-10,911,書籍,4746,2,クレジットカード,大阪,9492
1646,9759,2024-06-04,802,食品,19526,1,PayPay,名古屋,19526
1647,7829,2024-05-16,741,書籍,9237,3,クレジットカード,福岡,27711
1648,4667,2025-01-16,908,家電,10739,3,楽天ペイ,札幌,32217
1649,5755,2025-03-17,988,書籍,8553,4,クレジットカード,福岡,34212
1650,3307,2025-03-21,885,書籍,17476,3,現金,札幌,52428
1651,6263,2025-01-16,870,衣類,5574,1,PayPay,名古屋,5574
1652,1428,2024-11-14,320,食品,13752,3,銀行振込,大阪,41256
1653,8266,2025-04-13,171,家具,5498,2,楽天ペイ,札幌,10996
1654,7558,2025-04-21,637,家電,14400,3,現金,大阪,43200
1655,8832,2024-09-19,617,家具,13266,3,銀行振込,札幌,39798
1656,1922,2025-05-03,265,衣類,10533,4,銀行振込,名古屋,42132
1657,5081,2025-02-22,940,食品,12749,4,楽天ペイ,名古屋,50996
1658,2625,2025-03-13,135,書籍,14734,2,クレジットカード,札幌,29468
1659,1047,2024-10-14,159,家電,16548,4,クレジットカード,札幌,66192
1660,4738,2024-10-03,405,家具,18367,2,楽天ペイ,名古屋,36734
1661,7542,2024-09-02,411,家具,8704,1,楽天ペイ,福岡,8704
1662,1946,2024-10-23,972,衣類,8945,3,楽天ペイ,東京,26835
1663,7086,2024-10-27,119,食品,5182,1,クレジットカード,東京,5182
1664,5319,2024-06-27,304,衣類,2806,1,PayPay,札幌,2806
1665,7467,2024-07-26,660,書籍,6279,1,クレジットカード,東京,6279
1666,2971,2024-08-09,657,家電,17993,1,現金,札幌,17993
1667,6831,2024-09-03,561,家電,3932,1,銀行振込,福岡,3932
1668,3096,2024-05-26,154,書籍,3424,3,楽天ペイ,札幌,10272
1669,7746,2025-01-25,748,衣類,12731,2,銀行振込,大阪,25462
1670,5574,2024-09-28,393,食品,12288,4,銀行振込,福岡,49152
1671,6130,2024-08-13,345,書籍,14259,4,銀行振込,札幌,57036
1672,2323,2024-12-19,276,衣類,4385,3,現金,東京,13155
1673,5960,2025-01-04,247,食品,12981,2,クレジットカード,東京,25962
1674,8642,2024-10-18,265,衣類,13198,1,クレジットカード,大阪,13198
1675,6834,2025-02-22,102,家具,4140,3,楽天ペイ,大阪,12420
1676,5231,2024-12-13,540,衣類,5559,3,銀行振込,福岡,16677
1677,5831,2024-07-05,768,家具,14511,2,クレジットカード,東京,29022
1678,3146,2024-12-07,281,衣類,12119,4,銀行振込,東京,48476
1679,5914,2025-03-18,732,食品,2896,1,銀行振込,札幌,2896
1680,5649,2025-02-07,195,家電,11534,1,PayPay,札幌,11534
1681,6813,2024-12-02,615,書籍,15459,4,楽天ペイ,札幌,61836
1682,3130,2025-02-11,787,食品,12101,3,クレジットカード,名古屋,36303
1683,7238,2025-01-24,154,家電,7446,4,現金,札幌,29784
1684,9370,2024-08-30,312,書籍,5445,4,楽天ペイ,札幌,21780
1685,7570,2024-12-02,623,家電,6879,3,楽天ペイ,名古屋,20637
1686,7193,2024-05-07,446,家具,13017,4,PayPay,札幌,52068
1687,1048,2024-08-16,255,衣類,8125,2,クレジットカード,大阪,16250
1688,7947,2025-01-09,787,家電,13527,4,銀行振込,福岡,54108
1689,1685,2024-07-27,385,食品,7744,1,クレジットカード,東京,7744
1690,1026,2025-04-12,695,書籍,14416,1,現金,東京,14416
1691,1192,2025-03-09,322,食品,3771,3,現金,福岡,11313
1692,1247,2024-07-25,147,食品,13043,2,クレジットカード,大阪,26086
1693,1915,2024-09-30,506,食品,16920,4,現金,大阪,67680
1694,5077,2024-05-14,105,家電,19975,2,銀行振込,東京,39950
1695,4419,2024-12-24,623,食品,13898,1,楽天ペイ,札幌,13898
1696,1650,2024-10-12,537,家電,19529,2,PayPay,福岡,39058
1697,4951,2025-01-27,315,家具,1067,2,PayPay,福岡,2134
1698,6595,2024-09-30,431,衣類,4396,1,現金,札幌,4396
1699,2143,2024-06-01,516,家具,16272,2,楽天ペイ,大阪,32544
1700,3402,2025-01-17,135,衣類,8245,4,クレジットカード,東京,32980
1701,4637,2025-02-12,257,衣類,7861,4,PayPay,札幌,31444
1702,8906,2024-12-02,415,家具,9823,1,現金,大阪,9823
1703,4109,2024-12-25,110,衣類,4972,3,銀行振込,札幌,14916
1704,8069,2025-02-27,701,家具,5256,2,現金,札幌,10512
1705,2987,2024-07-20,823,衣類,16645,3,クレジットカード,札幌,49935
1706,5988,2025-02-20,315,食品,6423,2,銀行振込,大阪,12846
1707,4845,2025-01-14,447,書籍,4311,1,PayPay,福岡,4311
1708,9520,2025-03-09,660,家電,17588,2,PayPay,東京,35176
1709,6749,2024-08-15,811,書籍,8214,2,クレジットカード,大阪,16428
1710,4102,2025-01-31,829,書籍,13200,3,PayPay,名古屋,39600
1711,5505,2025-01-03,860,家具,19725,4,PayPay,福岡,78900
1712,3967,2024-08-15,405,食品,3642,3,銀行振込,福岡,10926
1713,9189,2024-06-24,282,衣類,16130,1,クレジットカード,福岡,16130
1714,4125,2024-08-22,705,家具,11576,4,現金,福岡,46304
1715,3222,2025-03-19,196,書籍,6057,2,PayPay,大阪,12114
1716,2483,2024-11-30,488,書籍,11453,3,クレジットカード,札幌,34359
1717,8858,2024-10-02,870,家具,16772,3,PayPay,東京,50316
1718,9032,2024-09-24,171,書籍,14465,3,楽天ペイ,大阪,43395
1719,5332,2024-07-30,185,家電,1660,3,楽天ペイ,福岡,4980
1720,5752,2024-07-08,280,書籍,3716,2,現金,東京,7432
1721,3757,2024-05-17,171,書籍,17400,1,PayPay,札幌,17400
1722,1064,2025-01-07,671,食品,8277,3,銀行振込,名古屋,24831
1723,5211,2024-07-17,281,食品,14775,2,PayPay,東京,29550
1724,7363,2025-02-17,954,家具,10795,3,クレジットカード,福岡,32385
1725,8773,2024-06-12,830,書籍,1056,2,銀行振込,福岡,2112
1726,2060,2024-10-25,731,家具,10448,4,銀行振込,大阪,41792
1727,3762,2025-01-19,518,家具,2173,1,銀行振込,名古屋,2173
1728,1035,2024-06-13,285,衣類,7395,2,クレジットカード,東京,14790
1729,9028,2024-08-10,264,食品,3560,1,楽天ペイ,名古屋,3560
1730,6397,2024-11-16,331,食品,17666,1,クレジットカード,福岡,17666
1731,4523,2024-07-15,786,家電,11337,1,楽天ペイ,福岡,11337
1732,7409,2024-06-11,864,家電,19348,2,PayPay,福岡,38696
1733,1147,2024-08-19,223,書籍,10045,2,クレジットカード,札幌,20090
1734,6709,2025-01-25,147,家具,1925,2,銀行振込,東京,3850
1735,3745,2024-07-18,243,家具,1824,4,現金,大阪,7296
1736,2213,2024-11-28,576,書籍,4286,2,楽天ペイ,東京,8572
1737,4445,2025-03-20,141,家電,8909,2,PayPay,福岡,17818
1738,2565,2024-09-13,868,家電,12001,2,現金,福岡,24002
1739,3681,2024-10-04,660,書籍,10815,4,PayPay,札幌,43260
1740,9177,2024-10-08,454,食品,15817,1,クレジットカード,東京,15817
1741,6663,2024-07-22,587,食品,18943,4,楽天ペイ,大阪,75772
1742,8120,2024-10-29,563,衣類,8066,3,クレジットカード,東京,24198
1743,2564,2025-01-02,355,家電,19638,1,クレジットカード,福岡,19638
1744,9757,2024-10-14,836,家具,18979,2,PayPay,名古屋,37958
1745,7802,2024-07-17,432,家具,6218,2,楽天ペイ,札幌,12436
1746,2151,2025-02-27,440,衣類,17439,3,銀行振込,札幌,52317
1747,6392,2024-07-21,130,食品,5635,2,PayPay,大阪,11270
1748,4920,2024-09-29,932,衣類,2711,3,楽天ペイ,東京,8133
1749,5674,2024-08-07,521,衣類,14598,2,クレジットカード,大阪,29196
1750,8696,2025-01-06,103,書籍,8565,3,楽天ペイ,福岡,25695
1751,9519,2025-04-13,552,衣類,18377,4,銀行振込,大阪,73508
1752,5877,2024-06-21,917,食品,19117,4,PayPay,札幌,76468
1753,5032,2024-12-24,975,衣類,1343,4,楽天ペイ,大阪,5372
1754,4969,2024-09-25,776,衣類,6411,3,PayPay,大阪,19233
1755,7705,2024-07-03,142,書籍,14767,3,銀行振込,福岡,44301
1756,8468,2024-10-21,305,衣類,1721,2,クレジットカード,大阪,3442
1757,3634,2024-10-20,339,家電,17813,1,クレジットカード,東京,17813
1758,8745,2024-12-06,881,家電,15143,2,現金,名古屋,30286
1759,8966,2025-04-22,109,家具,5595,1,現金,名古屋,5595
1760,3860,2024-08-30,552,家具,10156,2,楽天ペイ,福岡,20312
1761,2531,2024-09-20,521,家具,1212,4,楽天ペイ,札幌,4848
1762,9086,2025-04-19,800,家電,6266,3,PayPay,大阪,18798
1763,1745,2024-07-20,253,書籍,11305,1,現金,東京,11305
1764,5684,2024-10-25,637,衣類,14597,1,PayPay,札幌,14597
1765,3801,2024-12-05,307,衣類,14240,4,楽天ペイ,名古屋,56960
1766,7281,2024-11-06,685,家電,16934,1,PayPay,札幌,16934
1767,3390,2025-03-23,382,食品,2912,3,楽天ペイ,名古屋,8736
1768,7199,2024-07-24,512,家電,9100,2,銀行振込,名古屋,18200
1769,3089,2024-12-22,167,衣類,11230,2,現金,大阪,22460
1770,4609,2024-08-29,419,書籍,17782,2,クレジットカード,福岡,35564
1771,8058,2024-09-18,798,衣類,7632,4,楽天ペイ,札幌,30528
1772,1743,2025-03-01,991,食品,16376,3,楽天ペイ,東京,49128
1773,5193,2024-06-09,914,家具,12572,4,クレジットカード,福岡,50288
1774,9978,2024-10-22,945,衣類,18690,1,楽天ペイ,大阪,18690
1775,3905,2025-01-09,822,衣類,12215,1,現金,大阪,12215
1776,2097,2024-07-02,221,家電,12906,3,PayPay,名古屋,38718
1777,7288,2025-01-07,436,食品,13160,1,クレジットカード,大阪,13160
1778,2481,2024-08-23,689,書籍,1514,4,現金,東京,6056
1779,9318,2025-02-21,841,家具,10767,1,クレジットカード,大阪,10767
1780,4211,2025-02-25,328,食品,7056,1,銀行振込,札幌,7056
1781,9471,2024-11-25,410,家電,12978,1,クレジットカード,札幌,12978
1782,3577,2025-02-05,111,家電,12262,4,銀行振込,札幌,49048
1783,3280,2024-06-21,624,書籍,8675,4,クレジットカード,東京,34700
1784,9236,2024-10-13,605,家具,18301,3,現金,東京,54903
1785,6077,2024-12-13,665,衣類,18410,2,現金,名古屋,36820
1786,1220,2024-07-06,783,衣類,19994,3,PayPay,名古屋,59982
1787,9420,2024-09-30,597,衣類,6659,3,現金,東京,19977
1788,8689,2024-12-26,512,衣類,3100,2,銀行振込,札幌,6200
1789,9979,2025-02-08,818,衣類,11133,3,現金,福岡,33399
1790,9109,2024-08-04,295,家具,16864,4,PayPay,名古屋,67456
1791,2464,2025-04-16,424,食品,16410,3,PayPay,福岡,49230
1792,6940,2024-11-22,126,書籍,8959,2,現金,札幌,17918
1793,5656,2024-12-19,224,家具,4473,1,銀行振込,名古屋,4473
1794,5304,2025-03-08,424,書籍,12228,3,PayPay,札幌,36684
1795,3208,2025-03-16,304,書籍,6284,2,PayPay,大阪,12568
1796,6301,2025-05-06,214,家電,19516,3,楽天ペイ,札幌,58548
1797,4499,2024-05-30,719,食品,6010,2,楽天ペイ,東京,12020
1798,7085,2024-07-02,559,家電,11360,2,楽天ペイ,東京,22720
1799,5041,2024-12-07,435,家具,19029,2,銀行振込,札幌,38058
1800,8507,2024-12-06,642,家具,17963,3,銀行振込,札幌,53889
1801,6447,2024-08-11,326,家具,10761,1,楽天ペイ,札幌,10761
1802,3381,2024-10-05,214,衣類,18687,4,銀行振込,東京,74748
1803,3776,2024-11-23,443,食品,16627,1,銀行振込,札幌,16627
1804,8693,2024-09-09,666,家電,13906,2,楽天ペイ,札幌,27812
1805,1180,2024-10-01,665,食品,5493,2,クレジットカード,札幌,10986
1806,8355,2025-02-04,448,衣類,17128,3,楽天ペイ,東京,51384
1807,1369,2024-08-22,781,書籍,12429,2,現金,大阪,24858
1808,6577,2024-12-18,267,家電,16576,4,クレジットカード,福岡,66304
1809,4660,2024-08-03,129,書籍,8045,2,クレジットカード,大阪,16090
1810,4960,2024-09-16,505,家具,787,2,楽天ペイ,札幌,1574
1811,7848,2024-12-17,114,家電,9185,2,PayPay,名古屋,18370
1812,3563,2024-12-24,846,衣類,17892,1,銀行振込,名古屋,17892
1813,7263,2025-04-09,402,書籍,15174,4,銀行振込,福岡,60696
1814,8891,2024-05-08,896,書籍,11504,2,楽天ペイ,東京,23008
1815,1160,2024-05-14,528,書籍,7223,1,現金,大阪,7223
1816,3194,2024-06-11,296,書籍,6640,1,PayPay,東京,6640
1817,7128,2024-06-18,892,家電,15350,3,クレジットカード,福岡,46050
1818,2135,2024-10-01,614,衣類,9587,2,銀行振込,東京,19174
1819,9183,2025-01-19,962,書籍,3018,1,PayPay,福岡,3018
1820,4815,2024-12-25,238,家電,10728,2,クレジットカード,名古屋,21456
1821,8570,2025-02-19,635,食品,9348,2,現金,名古屋,18696
1822,6586,2024-11-03,684,食品,13954,3,現金,大阪,41862
1823,2147,2025-03-31,626,食品,7947,2,楽天ペイ,東京,15894
1824,7085,2024-07-12,152,家電,16239,4,現金,大阪,64956
1825,8672,2024-11-07,914,家具,18648,2,現金,名古屋,37296
1826,6417,2024-12-07,329,家電,1099,1,楽天ペイ,東京,1099
1827,6334,2024-07-05,683,家具,10596,2,PayPay,福岡,21192
1828,2442,2025-03-27,850,書籍,13116,2,楽天ペイ,福岡,26232
1829,7004,2024-07-30,339,家具,18518,1,PayPay,名古屋,18518
1830,9918,2024-06-05,540,家具,11046,1,楽天ペイ,大阪,11046
1831,7198,2024-11-16,827,家具,11757,4,クレジットカード,名古屋,47028
1832,5907,2024-09-08,853,食品,8205,3,楽天ペイ,福岡,24615
1833,8681,2024-10-10,444,家具,4985,2,クレジットカード,大阪,9970
1834,6396,2024-07-14,406,衣類,14428,4,クレジットカード,名古屋,57712
1835,4147,2024-09-14,581,家電,6111,1,楽天ペイ,福岡,6111
1836,7351,2025-02-18,546,家具,12777,4,クレジットカード,福岡,51108
1837,9591,2025-04-14,573,家電,2291,2,楽天ペイ,福岡,4582
1838,6433,2024-05-27,796,衣類,5658,1,銀行振込,大阪,5658
1839,2568,2024-09-08,610,家電,2099,3,クレジットカード,札幌,6297
1840,3462,2025-02-09,722,書籍,5673,4,楽天ペイ,名古屋,22692
1841,6168,2024-09-19,957,食品,7400,4,現金,福岡,29600
1842,4103,2025-04-18,289,家電,7281,1,現金,札幌,7281
1843,6201,2024-10-20,722,食品,5877,3,楽天ペイ,札幌,17631
1844,8910,2024-11-04,640,食品,8200,2,クレジットカード,札幌,16400
1845,5425,2024-09-07,333,衣類,8766,4,PayPay,大阪,35064
1846,5829,2025-04-16,841,食品,10702,3,銀行振込,福岡,32106
1847,6226,2024-05-13,320,衣類,3767,4,PayPay,東京,15068
1848,3133,2025-03-14,286,食品,12678,1,現金,名古屋,12678
1849,9995,2024-07-09,147,家電,16246,2,クレジットカード,大阪,32492
1850,4264,2024-12-02,506,書籍,14746,4,PayPay,札幌,58984
1851,9741,2025-04-10,194,食品,1173,1,楽天ペイ,札幌,1173
1852,3778,2025-03-29,766,衣類,12489,4,銀行振込,東京,49956
1853,5886,2024-08-18,256,食品,14211,1,クレジットカード,札幌,14211
1854,9195,2025-02-28,520,家電,13952,2,現金,東京,27904
1855,5833,2024-12-17,176,衣類,19913,3,PayPay,大阪,59739
1856,8000,2024-05-19,969,食品,7524,1,楽天ペイ,札幌,7524
1857,5535,2024-10-29,470,食品,14877,1,楽天ペイ,大阪,14877
1858,5503,2025-03-25,930,食品,1865,3,PayPay,大阪,5595
1859,7117,2024-10-23,785,食品,5778,1,クレジットカード,福岡,5778
1860,3444,2024-08-29,114,家電,3485,2,現金,大阪,6970
1861,3961,2025-04-19,687,家電,15272,3,銀行振込,札幌,45816
1862,3710,2024-09-13,951,書籍,14058,1,銀行振込,名古屋,14058
1863,8192,2024-08-02,200,家具,5843,4,クレジットカード,東京,23372
1864,6567,2024-10-01,868,家具,11269,1,銀行振込,名古屋,11269
1865,9655,2024-07-26,554,家電,10993,1,現金,札幌,10993
1866,3199,2024-10-12,244,書籍,17131,1,PayPay,大阪,17131
1867,8761,2024-12-18,584,家電,715,3,楽天ペイ,札幌,2145
1868,3197,2025-01-30,449,食品,5274,2,クレジットカード,大阪,10548
1869,2613,2025-02-23,310,書籍,15424,3,銀行振込,福岡,46272
1870,4206,2024-08-10,386,食品,16039,1,PayPay,東京,16039
1871,9547,2025-04-21,681,家具,2234,4,現金,名古屋,8936
1872,4393,2025-01-21,573,衣類,8969,4,クレジットカード,札幌,35876
1873,8073,2024-10-24,800,食品,18307,3,現金,名古屋,54921
1874,7580,2024-05-14,751,家電,7342,1,楽天ペイ,札幌,7342
1875,6879,2024-08-08,655,食品,6249,4,銀行振込,札幌,24996
1876,4754,2025-04-15,220,家電,679,2,PayPay,福岡,1358
1877,5584,2024-10-22,830,食品,14342,1,PayPay,東京,14342
1878,1217,2025-04-02,191,書籍,1544,3,クレジットカード,名古屋,4632
1879,8291,2025-02-01,981,食品,19068,2,現金,札幌,38136
1880,4276,2024-05-18,472,食品,3902,1,銀行振込,名古屋,3902
1881,4583,2024-11-13,869,衣類,3018,2,楽天ペイ,東京,6036
1882,8310,2024-11-18,256,書籍,19587,2,楽天ペイ,福岡,39174
1883,4204,2024-10-19,428,衣類,18781,3,現金,福岡,56343
1884,2545,2025-01-19,193,家電,9822,3,楽天ペイ,名古屋,29466
1885,4865,2025-02-10,256,衣類,3589,1,楽天ペイ,福岡,3589
1886,9255,2024-05-15,210,衣類,3487,3,銀行振込,東京,10461
1887,1975,2025-04-01,821,食品,18996,2,楽天ペイ,東京,37992
1888,5630,2024-11-25,611,衣類,15722,2,現金,名古屋,31444
1889,6716,2024-10-22,346,家電,10013,4,PayPay,名古屋,40052
1890,4443,2024-09-21,690,書籍,19934,2,楽天ペイ,札幌,39868
1891,9235,2024-09-06,753,衣類,18628,3,銀行振込,大阪,55884
1892,2284,2025-03-30,816,家具,18641,3,現金,福岡,55923
1893,6531,2024-05-12,543,書籍,11610,4,楽天ペイ,福岡,46440
1894,3207,2025-04-03,282,家電,12962,3,クレジットカード,名古屋,38886
1895,5193,2025-04-25,660,食品,4243,3,楽天ペイ,名古屋,12729
1896,6968,2025-03-18,482,家具,4569,2,銀行振込,札幌,9138
1897,7497,2025-02-02,803,家電,18931,4,銀行振込,東京,75724
1898,3249,2025-03-03,919,書籍,13548,1,PayPay,福岡,13548
1899,1258,2025-01-13,323,食品,19565,1,クレジットカード,福岡,19565
1900,4858,2024-09-30,248,衣類,13385,3,現金,名古屋,40155
1901,7072,2024-10-26,679,家具,15282,1,現金,東京,15282
1902,6855,2024-11-14,191,衣類,4189,4,楽天ペイ,札幌,16756
1903,5857,2024-10-01,435,衣類,3537,1,現金,名古屋,3537
1904,6097,2024-05-19,126,家電,1567,4,PayPay,東京,6268
1905,2884,2025-03-05,896,書籍,9304,2,PayPay,福岡,18608
1906,1421,2024-10-27,259,食品,19163,1,楽天ペイ,名古屋,19163
1907,6205,2024-08-03,453,衣類,10014,4,現金,大阪,40056
1908,1261,2024-12-22,742,家具,14935,2,現金,名古屋,29870
1909,3590,2024-11-20,911,家具,3199,1,楽天ペイ,大阪,3199
1910,4078,2024-09-13,910,衣類,685,4,現金,福岡,2740
1911,6651,2024-09-09,488,衣類,14392,3,クレジットカード,福岡,43176
1912,3442,2024-09-19,788,書籍,11604,2,クレジットカード,東京,23208
1913,3479,2024-09-21,419,書籍,7922,2,PayPay,福岡,15844
1914,3812,2024-10-16,944,家具,10360,4,PayPay,大阪,41440
1915,2714,2024-10-22,744,家電,13738,1,PayPay,大阪,13738
1916,7476,2024-07-26,465,食品,529,3,クレジットカード,東京,1587
1917,7631,2025-05-03,160,食品,2355,3,現金,名古屋,7065
1918,1375,2024-10-25,650,書籍,5217,4,クレジットカード,大阪,20868
1919,5510,2024-06-11,113,書籍,1038,1,PayPay,名古屋,1038
1920,3400,2024-10-09,558,家具,13344,4,銀行振込,名古屋,53376
1921,2985,2024-09-20,237,家具,8574,1,楽天ペイ,福岡,8574
1922,9415,2024-10-19,153,書籍,16325,4,現金,名古屋,65300
1923,8553,2025-04-14,865,家電,5644,1,クレジットカード,大阪,5644
1924,8276,2024-07-14,942,家具,12223,4,PayPay,大阪,48892
1925,7871,2024-07-31,340,家具,17610,4,銀行振込,札幌,70440
1926,6588,2025-02-03,108,書籍,14297,1,銀行振込,名古屋,14297
1927,1571,2024-09-25,545,衣類,5167,4,現金,札幌,20668
1928,5399,2025-01-25,524,家電,17986,3,楽天ペイ,東京,53958
1929,4105,2025-04-17,897,衣類,14086,2,PayPay,大阪,28172
1930,8725,2024-11-22,323,書籍,14820,2,クレジットカード,札幌,29640
1931,2578,2024-08-28,766,衣類,10118,2,楽天ペイ,札幌,20236
1932,2912,2024-06-09,646,衣類,8313,4,楽天ペイ,福岡,33252
1933,7176,2024-09-17,468,衣類,14819,1,銀行振込,札幌,14819
1934,2116,2024-12-07,792,家具,8782,4,現金,札幌,35128
1935,2928,2025-04-26,850,家電,14758,4,楽天ペイ,東京,59032
1936,8756,2024-08-02,439,食品,9957,1,現金,札幌,9957
1937,5138,2025-02-27,936,家電,18946,2,現金,大阪,37892
1938,2981,2024-05-19,160,家電,15014,1,楽天ペイ,名古屋,15014
1939,9252,2024-05-15,840,書籍,17959,4,現金,大阪,71836
1940,1037,2024-09-03,603,衣類,4084,4,銀行振込,福岡,16336
1941,3945,2024-05-07,647,家具,9168,2,クレジットカード,福岡,18336
1942,2657,2024-06-27,335,食品,3053,1,現金,名古屋,3053
1943,2914,2024-11-25,763,家電,11487,3,楽天ペイ,名古屋,34461
1944,9737,2024-07-14,320,書籍,14556,1,クレジットカード,名古屋,14556
1945,8635,2025-02-26,381,食品,8213,1,PayPay,福岡,8213
1946,6055,2025-03-30,538,家具,4255,2,銀行振込,福岡,8510
1947,8142,2024-11-28,903,家電,8848,4,PayPay,東京,35392
1948,4593,2024-11-22,807,家具,14495,3,PayPay,札幌,43485
1949,1456,2024-08-01,988,家具,7681,4,PayPay,名古屋,30724
1950,7389,2024-10-21,650,書籍,9623,3,クレジットカード,大阪,28869
1951,9807,2025-04-04,314,書籍,8764,3,現金,東京,26292
1952,7768,2024-07-19,434,家具,6520,2,現金,東京,13040
1953,5056,2024-08-15,389,食品,7793,1,楽天ペイ,東京,7793
1954,4880,2024-09-09,512,家具,19056,2,PayPay,大阪,38112
1955,5980,2024-05-26,603,家電,16682,4,楽天ペイ,福岡,66728
1956,3660,2024-07-14,730,家電,14364,2,現金,名古屋,28728
1957,4967,2025-03-19,856,書籍,5598,2,楽天ペイ,大阪,11196
1958,9686,2025-02-18,340,家電,17576,1,クレジットカード,東京,17576
1959,9183,2024-10-08,867,家電,17839,4,クレジットカード,札幌,71356
1960,7175,2024-08-08,607,衣類,12036,4,クレジットカード,東京,48144
1961,6224,2025-05-04,149,書籍,13730,1,銀行振込,名古屋,13730
1962,2899,2025-04-04,436,家電,5554,2,現金,名古屋,11108
1963,3420,2024-07-28,972,食品,8564,2,楽天ペイ,東京,17128
1964,5116,2025-01-04,423,家具,8062,2,銀行振込,東京,16124
1965,4899,2024-06-30,155,家具,3728,4,楽天ペイ,札幌,14912
1966,5510,2025-01-17,849,食品,6612,1,PayPay,福岡,6612
1967,5916,2025-05-04,277,家電,11412,1,楽天ペイ,名古屋,11412
1968,5241,2024-09-29,604,家電,15525,2,楽天ペイ,福岡,31050
1969,4340,2024-11-28,262,書籍,19375,4,楽天ペイ,大阪,77500
1970,3437,2025-03-11,332,衣類,12258,2,クレジットカード,札幌,24516
1971,9610,2024-12-09,994,食品,617,3,現金,大阪,1851
1972,6485,2024-08-21,491,家具,13853,1,PayPay,東京,13853
1973,6454,2024-05-23,906,食品,16988,3,PayPay,大阪,50964
1974,8029,2024-07-25,432,家具,9427,1,銀行振込,東京,9427
1975,2383,2024-12-06,785,書籍,1772,4,楽天ペイ,大阪,7088
1976,5521,2024-06-16,146,家具,7362,2,銀行振込,福岡,14724
1977,2039,2024-12-06,740,書籍,12021,4,楽天ペイ,東京,48084
1978,3988,2025-02-21,988,家具,3432,4,楽天ペイ,大阪,13728
1979,1367,2024-10-30,820,家電,2751,1,クレジットカード,福岡,2751
