イヌパワー,ネコスピード,カメバリア,サルジャンプ,ドラゴンポイント,タヌキ運,フクロウ知恵,ライオン勇気,ウサギ敏捷,ペンギン冷静
66,57,39,95,74,94,42,7,100,57
46,61,92,78,61,9,50,38,16,76
35,24,32,76,10,38,82,4,59,37
41,82,74,11,50,20,24,98,43,80
23,10,22,75,31,23,78,19,100,75
28,90,74,53,42,75,80,56,11,100
26,61,19,71,97,36,92,34,18,63
16,46,45,25,51,20,79,34,80,65
19,46,11,70,88,5,79,21,83,36
76,45,100,94,86,86,26,77,12,43
8,26,39,83,1,52,9,71,71,24
57,2,44,58,11,8,92,52,35,54
0,38,62,51,3,22,41,23,33,70
16,31,89,93,50,93,75,5,45,2
8,20,91,3,66,58,99,80,32,97
34,88,25,100,58,83,35,70,15,10
95,65,95,72,0,53,53,1,30,24
89,18,2,2,97,32,35,100,5,61
48,3,76,16,64,24,35,72,26,49
21,56,60,22,100,45,73,89,84,88
87,92,12,46,41,36,13,60,38,65
26,79,96,77,59,73,47,22,92,52
88,38,84,5,68,66,29,91,100,57
23,6,4,97,44,98,15,14,4,100
82,41,17,1,44,34,22,61,85,3
36,75,15,52,79,59,82,32,27,100
35,27,47,11,7,15,64,18,88,47
71,100,77,14,95,21,63,66,21,56
17,67,44,32,93,93,73,56,84,40
30,95,19,0,68,67,65,61,27,25
96,13,4,27,36,70,81,15,26,83
35,55,23,44,72,1,0,97,76,58
95,74,62,45,92,0,52,29,21,69
3,99,78,28,6,42,9,34,9,28
27,84,44,71,86,53,77,43,80,65
19,41,6,92,1,37,1,70,14,89
27,38,11,71,3,44,81,86,10,72
34,72,82,77,89,67,48,10,83,1
48,2,62,70,47,57,82,26,98,67
38,92,88,81,50,55,65,0,4,56
88,43,98,18,1,5,89,96,79,7
62,37,30,1,20,0,75,62,24,88
2,63,48,54,78,27,5,80,81,41
41,82,65,72,71,92,15,100,44,23
71,40,21,24,24,49,85,71,61,20
21,74,47,61,18,47,89,73,95,57
43,85,36,60,97,31,62,92,51,25
99,21,28,84,67,96,15,36,47,75
2,15,84,6,42,52,46,32,31,49
34,61,35,100,80,0,12,83,27,73
5,42,20,83,84,4,75,98,50,7
56,18,14,33,44,76,45,44,1,92
92,11,66,94,94,38,19,46,68,39
30,67,100,56,77,17,78,88,67,84
77,71,50,92,92,13,48,58,71,44
29,42,35,20,24,71,24,17,14,15
30,93,13,24,63,55,5,3,31,69
16,58,97,81,72,16,76,48,83,3
88,21,76,37,40,11,59,51,41,10
38,73,2,49,75,35,21,40,69,97
61,98,97,47,46,49,92,20,79,81
46,60,29,16,18,51,32,7,53,19
19,39,14,32,20,45,9,25,73,76
97,46,18,92,67,66,97,68,4,71
67,24,80,46,65,14,97,80,15,77
19,27,60,33,97,8,32,56,89,20
93,11,3,37,22,58,98,49,46,46
88,3,36,20,53,62,51,41,9,76
91,69,57,100,24,35,91,93,17,41
25,45,85,90,42,87,62,95,50,5
12,27,94,72,97,30,11,3,53,12
77,27,43,77,35,44,97,10,1,1
93,20,76,71,76,88,29,66,27,56
14,69,33,59,20,38,53,71,53,34
69,60,13,68,76,39,98,17,96,74
80,51,64,26,41,3,20,15,48,38
36,2,63,65,33,26,67,16,8,92
78,27,47,88,57,39,69,49,14,71
73,89,26,60,99,8,91,23,81,69
56,78,49,87,2,78,56,93,2,70
30,68,77,21,1,91,43,42,35,79
74,41,55,92,9,15,14,97,34,12
80,43,10,17,68,67,78,89,100,37
14,72,83,2,12,69,48,24,68,75
92,80,91,13,22,85,95,85,15,38
13,35,42,97,79,82,98,9,97,77
84,32,57,20,0,55,34,2,46,98
79,45,17,47,14,55,4,18,88,86
95,66,29,37,23,38,76,53,81,76
5,96,85,39,51,30,27,69,10,87
81,1,86,4,93,80,81,91,78,44
67,29,41,48,33,68,43,44,21,27
83,21,74,94,28,47,12,24,96,2
71,23,75,55,20,80,58,35,75,54
99,66,52,0,56,35,77,85,45,46
67,82,70,23,85,94,57,49,62,60
27,45,82,72,28,39,44,64,23,73
75,27,7,44,64,49,90,23,61,63
66,10,18,40,73,9,62,2,23,31
46,45,95,5,35,37,1,96,64,21
76,46,39,100,65,47,66,64,10,69
36,92,91,39,8,70,22,54,65,18
67,94,26,13,68,29,89,8,10,81
46,29,4,32,94,26,63,8,34,88
74,28,68,39,60,58,63,49,85,59
14,1,48,63,68,46,53,44,60,78
84,66,27,88,83,67,81,87,21,82
77,90,31,27,59,83,37,41,100,81
41,9,60,52,6,91,89,67,77,43
54,92,73,32,96,45,53,96,7,54
38,59,1,77,75,33,75,19,65,17
28,72,32,93,75,59,13,21,91,67
9,9,43,43,72,35,57,42,63,16
72,39,35,12,5,62,22,81,88,100
65,22,68,87,56,68,45,80,92,20
75,82,84,40,43,46,75,17,87,80
46,10,90,48,95,43,87,23,79,46
62,38,13,81,18,51,23,8,29,50
91,49,98,96,42,34,5,44,39,39
0,95,2,9,42,67,76,28,12,59
62,0,12,31,93,29,38,76,41,22
99,33,35,1,99,5,81,1,47,17
51,34,34,34,53,44,10,85,53,11
45,30,89,29,57,29,28,97,30,9
38,86,18,87,7,67,22,7,23,47
100,19,77,92,67,58,7,21,62,38
67,12,21,18,77,81,27,78,57,83
9,41,56,69,90,46,48,60,35,29
69,80,46,6,57,4,8,68,25,88
90,33,89,4,68,99,2,1,50,47
83,43,19,6,9,31,90,0,9,31
47,25,85,20,12,37,28,28,7,81
100,40,80,75,44,97,84,92,72,57
76,12,37,51,43,29,12,88,24,40
98,26,81,73,12,8,21,74,44,61
78,91,90,52,54,1,58,49,72,1
98,53,66,100,98,93,9,66,54,34
63,73,47,28,81,77,62,2,18,43
100,61,12,8,6,70,52,40,84,98
35,7,46,80,44,24,64,26,35,6
64,31,83,38,61,70,84,18,18,2
72,67,42,80,27,63,46,99,100,52
74,69,78,42,41,48,91,60,48,41
24,93,11,92,35,39,29,81,80,45
91,89,24,52,94,58,46,59,80,86
57,90,53,89,57,19,64,58,14,67
26,99,44,22,64,8,63,18,4,81
46,15,97,65,46,16,24,33,47,66
19,36,50,43,26,33,87,29,66,97
29,92,60,95,87,11,31,16,97,6
53,41,71,22,32,13,47,95,68,99
17,31,30,94,100,88,98,25,35,72
12,91,45,44,44,72,24,43,38,63
12,0,82,17,53,12,69,43,37,37
89,51,21,23,5,30,1,84,93,71
83,70,50,94,73,32,74,98,54,79
23,100,66,17,55,43,93,61,25,46
60,91,53,67,61,26,3,31,75,62
90,53,65,9,54,56,69,99,89,87
75,36,89,80,70,89,36,97,18,55
3,83,60,12,83,57,42,73,43,4
47,91,62,37,24,83,77,27,81,61
92,33,2,78,12,49,1,24,31,22
59,4,79,95,7,19,88,100,88,64
2,55,94,32,66,34,30,20,81,49
74,67,96,69,27,76,14,67,72,44
19,63,99,1,16,62,17,87,15,52
16,77,16,18,34,48,71,73,19,17
77,54,66,67,83,6,46,76,99,78
30,85,32,94,33,17,67,61,47,90
5,92,84,85,10,77,34,74,46,57
100,94,61,75,2,80,5,12,59,58
82,45,42,24,89,80,61,100,13,5
31,47,14,74,99,1,14,54,49,88
87,84,49,37,79,44,1,8,9,91
35,97,33,33,75,17,48,41,68,25
22,25,60,96,49,23,74,20,75,46
40,7,18,25,47,10,52,42,24,69
6,44,32,99,17,62,30,63,46,59
14,98,14,73,92,76,34,41,3,68
56,28,64,23,18,37,81,7,97,13
80,8,45,10,60,85,88,73,76,93
91,59,73,12,91,97,31,31,98,1
89,32,20,25,54,7,4,94,96,86
90,37,9,47,15,6,45,86,95,69
42,77,67,95,41,4,52,79,45,63
30,63,42,26,9,64,75,33,31,16
83,39,11,19,48,32,29,37,60,42
43,52,0,50,14,63,54,26,41,16
41,31,41,62,95,87,12,57,51,13
63,27,61,100,67,68,1,12,83,8
37,16,91,22,90,40,77,9,16,98
58,91,34,36,58,51,47,83,80,18
68,9,51,24,6,23,81,23,78,96
97,10,4,20,67,64,58,5,30,72
74,79,39,35,34,16,51,99,63,49
82,83,46,86,12,45,28,17,64,12
45,62,97,26,46,74,68,18,96,28
63,73,81,66,89,39,71,75,74,81
2,92,41,75,60,43,20,66,54,44
54,79,61,48,54,71,76,23,75,48
7,72,98,99,2,3,94,56,36,0
13,89,43,74,71,66,90,54,34,3
85,27,10,65,94,22,7,95,14,34
6,81,96,80,62,64,65,52,24,33
65,65,86,66,55,59,85,91,13,40
9,1,2,56,60,65,76,49,79,79
59,33,18,55,73,71,45,64,47,7
62,57,60,52,14,24,42,85,29,94
8,62,13,62,69,22,65,59,20,41
39,100,94,53,70,58,98,17,16,88
56,67,31,88,59,53,26,40,42,93
52,78,88,39,28,38,6,15,44,6
87,73,99,75,87,64,77,19,6,50
99,72,13,33,65,17,39,93,66,86
84,86,14,96,23,24,21,52,5,41
69,46,90,27,4,44,58,99,58,72
45,81,68,61,62,8,75,29,89,85
49,31,10,34,47,50,90,34,30,96
98,4,60,73,29,99,80,59,26,51
45,17,89,42,13,58,94,82,21,31
4,85,86,83,91,38,51,37,14,67
12,50,69,58,74,89,71,22,33,58
56,48,49,95,71,88,65,89,32,14
17,81,18,5,14,70,84,25,65,40
97,1,15,10,20,34,25,12,51,1
32,81,39,83,97,80,35,9,6,16
92,3,9,18,71,72,39,15,39,92
53,43,5,64,64,14,65,57,72,61
100,29,52,90,47,39,77,15,41,69
19,32,90,35,53,98,94,52,22,16
12,21,39,38,35,7,97,78,92,58
66,47,93,61,2,59,24,65,8,46
5,61,0,66,21,36,16,27,66,19
81,33,9,68,3,15,9,66,40,30
36,74,10,81,58,92,2,53,78,76
64,46,19,33,76,26,52,65,49,77
80,66,26,50,36,10,30,60,3,67
19,21,75,93,72,63,85,93,92,85
5,94,75,86,10,41,93,17,30,83
23,74,6,71,52,11,50,53,53,83
23,97,62,44,36,40,29,99,86,30
28,74,65,27,57,80,74,95,82,80
77,10,32,44,70,0,60,57,24,66
66,91,85,55,69,30,31,16,49,60
39,81,16,74,59,18,84,57,80,84
29,81,51,98,36,8,29,13,47,10
28,84,82,77,96,50,35,63,71,13
63,1,74,10,15,85,50,22,0,91
22,100,37,94,96,35,21,81,62,97
48,6,73,24,70,39,76,71,72,21
100,27,32,54,75,69,70,89,64,94
0,96,68,2,55,78,83,0,1,46
81,72,30,96,19,38,91,18,61,10
12,34,64,52,68,45,2,60,55,0
16,9,45,29,9,95,81,95,97,0
1,42,70,68,11,50,59,92,96,88
64,25,61,86,78,52,83,87,88,97
81,17,98,62,51,32,38,15,9,63
10,29,15,89,36,41,3,19,15,15
41,91,72,63,49,8,36,42,7,6
91,96,12,74,30,73,4,73,95,6
71,82,11,66,26,81,72,60,10,21
61,17,88,45,2,22,34,95,33,0
24,41,31,87,49,81,91,69,54,1
25,82,82,13,20,81,27,62,37,4
65,32,53,35,100,27,27,56,100,0
85,21,81,27,28,68,78,72,88,8
48,94,88,26,0,32,78,72,27,13
18,27,97,24,84,8,76,99,4,34
64,35,6,25,34,50,59,44,62,36
31,19,36,11,46,28,33,86,84,92
72,87,25,85,4,47,21,33,8,61
91,3,30,8,72,1,69,24,15,42
54,88,35,22,94,70,28,87,40,10
92,99,64,85,53,19,21,96,4,9
74,64,55,57,67,61,20,38,44,69
8,30,24,93,7,10,1,62,35,72
12,29,84,48,30,87,46,88,72,34
48,30,2,2,38,95,58,18,35,62
31,82,41,5,96,71,57,82,35,11
12,0,80,41,10,66,94,45,38,43
92,80,78,73,97,95,68,33,38,60
71,31,83,6,75,86,73,55,21,73
23,45,96,100,90,81,50,15,81,15
64,52,59,99,95,32,74,58,23,52
70,49,73,33,21,6,70,8,40,1
1,57,71,65,82,89,93,57,47,91
33,85,10,48,78,74,32,25,33,86
34,22,57,94,97,70,54,24,46,31
27,67,57,78,51,61,11,76,64,18
47,87,77,2,46,44,88,89,6,30
80,78,18,68,5,30,47,33,67,45
58,4,3,17,84,11,53,5,69,7
85,33,77,15,5,97,99,85,88,86
56,12,78,51,49,100,89,19,41,3
26,21,40,25,100,2,6,25,50,86
54,0,64,9,79,29,33,50,77,12
64,16,27,13,26,83,99,10,36,14
48,53,64,17,65,46,20,51,74,63
75,5,9,16,38,6,61,0,68,19
95,94,83,39,78,5,53,62,54,21
27,7,15,16,79,89,5,97,66,43
82,78,57,81,57,68,67,98,70,49
57,43,63,1,22,52,89,63,96,28
100,72,77,95,100,56,96,13,85,35
53,90,27,62,78,27,100,72,60,45
5,75,11,9,7,28,44,63,30,1
86,11,16,77,59,18,55,73,39,58
85,89,45,79,4,77,19,18,12,65
47,28,39,32,86,22,97,46,20,3
88,25,23,47,11,37,64,87,87,17
35,0,41,61,18,36,44,14,48,45
54,14,2,64,66,62,84,77,81,46
89,31,45,11,74,59,3,57,25,69
100,8,89,22,0,69,32,88,0,42
83,70,62,71,65,67,4,45,19,65
12,81,14,93,2,68,47,89,12,69
77,53,21,25,15,5,10,52,82,47
57,57,45,6,9,34,77,25,11,70
68,47,26,8,53,30,40,20,41,71
54,94,79,62,15,48,76,76,96,11
29,54,66,62,51,2,28,27,52,45
98,15,2,0,33,56,74,89,61,71
64,30,83,9,87,79,51,95,38,22
50,17,45,11,55,98,17,28,62,97
70,86,71,45,11,38,71,79,4,65
67,85,49,27,32,2,83,51,72,11
92,2,34,71,47,48,72,37,48,25
4,44,73,53,74,44,68,26,91,83
58,98,30,15,33,81,94,67,48,4
49,64,73,15,2,57,25,38,26,77
57,5,35,63,21,19,19,84,24,5
25,51,77,3,57,80,74,63,74,0
9,86,35,72,89,0,81,13,22,81
13,42,99,74,42,97,40,26,4,81
0,81,44,75,16,10,16,5,91,68
54,40,44,79,85,76,44,57,28,85
91,76,1,73,43,9,0,48,77,31
84,6,96,39,81,31,49,48,16,0
7,44,51,74,12,89,9,73,56,45
42,74,37,69,73,19,54,98,47,96
21,33,50,78,78,16,70,76,51,5
66,83,7,78,34,64,7,89,11,12
63,30,66,31,89,73,21,98,78,60
57,93,72,63,18,9,61,9,61,42
37,12,36,98,45,40,10,42,52,85
35,78,80,77,14,38,86,45,68,44
2,70,64,14,9,70,43,96,37,49
41,33,49,18,32,31,44,17,33,6
71,94,83,10,68,57,54,54,4,91
63,30,74,55,96,92,11,2,51,84
22,100,7,45,38,16,16,5,40,94
86,78,77,57,9,64,41,55,75,77
56,41,82,67,80,22,67,75,100,47
29,44,79,42,33,85,25,1,11,67
59,50,75,58,6,9,16,81,81,90
52,48,68,55,75,56,59,27,52,87
34,87,59,48,10,22,61,22,59,62
62,45,63,81,65,83,23,100,77,58
20,80,56,76,77,98,54,29,24,29
78,77,55,20,45,60,76,66,27,85
48,86,25,66,20,25,57,82,0,88
92,39,39,50,16,71,50,1,79,47
17,17,7,21,31,22,56,84,100,27
80,63,66,92,89,76,76,81,80,40
36,46,51,24,56,0,65,9,51,31
66,46,8,21,8,62,36,50,66,82
79,20,91,59,75,60,78,38,45,78
32,13,18,7,53,86,55,24,71,35
78,94,83,35,61,78,82,71,63,41
1,19,23,17,13,50,85,71,54,59
93,5,6,74,33,77,58,44,79,18
69,5,10,11,61,48,21,4,35,56
80,63,21,9,53,100,93,100,86,40
90,77,56,65,66,25,60,18,36,53
27,14,88,86,5,33,0,18,68,33
90,15,90,4,46,55,35,61,30,91
38,44,93,41,88,42,22,61,75,75
72,53,90,46,46,57,6,96,82,97
13,74,25,84,99,61,20,64,22,56
36,36,3,74,53,99,38,24,96,24
82,45,96,69,8,86,28,82,20,31
85,85,67,79,71,82,3,42,21,59
71,20,58,10,13,36,23,92,61,82
17,92,4,43,47,64,41,12,58,0
92,62,51,73,17,32,42,5,96,54
29,31,17,40,84,78,51,91,29,41
61,25,82,3,39,6,58,61,52,71
42,63,85,38,66,75,91,56,35,13
69,17,23,88,38,17,75,9,38,47
40,43,10,14,45,42,4,36,95,57
77,56,95,71,43,71,74,86,65,10
84,55,26,22,31,38,50,32,0,39
27,77,73,37,47,42,81,24,60,40
90,42,22,28,87,29,40,97,31,92
58,61,45,76,86,75,85,40,23,14
9,19,34,56,12,66,76,84,36,82
60,99,60,10,100,96,62,42,58,92
98,5,17,5,11,6,56,95,96,99
35,47,89,84,64,29,73,60,71,62
94,93,99,45,7,11,28,3,64,32
21,22,42,70,75,88,65,65,81,43
24,47,6,35,1,25,55,77,48,75
51,66,8,7,53,7,72,84,88,33
69,96,47,90,33,61,85,38,65,47
4,42,41,97,0,49,94,9,90,8
100,8,42,38,70,41,69,2,98,14
53,69,39,22,35,37,90,63,87,34
73,33,65,62,92,59,54,48,49,26
4,53,17,57,81,36,0,52,40,100
56,98,53,60,21,19,51,80,61,47
4,64,50,35,33,55,83,12,89,40
51,37,56,33,0,19,51,57,67,100
4,33,18,52,65,46,56,69,91,97
96,56,99,97,40,44,33,27,18,3
99,63,15,45,77,33,41,21,53,20
38,7,63,76,29,94,81,35,2,57
17,31,32,2,64,17,51,100,31,94
64,67,14,28,33,49,58,63,79,56
21,73,15,100,24,51,15,5,29,12
85,94,91,49,71,50,56,57,60,60
88,29,67,42,96,85,84,17,53,0
59,5,32,63,17,10,44,73,54,46
93,41,95,38,77,94,4,72,45,79
45,16,87,61,71,94,33,16,59,26
3,78,89,78,56,77,23,8,32,99
43,92,1,17,30,15,0,90,4,33
89,92,55,0,45,78,75,17,27,24
80,66,87,15,48,11,12,4,85,12
18,100,16,61,52,57,10,77,30,79
58,96,18,72,87,22,76,43,97,42
5,90,47,91,15,75,84,70,36,21
11,52,60,39,31,40,52,63,50,84
64,29,74,60,88,46,27,72,72,66
89,40,85,60,38,81,89,57,87,22
38,93,72,86,52,96,4,13,72,29
2,24,100,97,99,41,81,8,95,42
12,88,61,72,46,82,41,48,30,98
56,44,57,50,80,28,33,70,58,29
32,31,29,35,74,68,5,56,0,26
42,10,64,7,61,50,48,82,85,18
50,96,88,31,22,69,5,48,25,74
64,28,74,17,81,29,42,42,95,63
42,92,58,1,49,86,91,44,17,18
10,6,22,51,47,34,9,18,15,82
63,28,7,100,58,0,35,71,16,79
75,29,37,78,63,93,37,97,52,39
35,5,12,52,43,89,23,60,92,12
90,68,15,53,55,42,42,53,84,5
11,18,52,94,24,41,66,42,12,51
74,98,61,50,33,87,41,42,90,93
33,44,54,22,67,61,30,17,63,25
9,92,33,98,59,63,56,26,48,2
54,67,16,80,64,4,66,5,20,78
100,1,16,99,38,32,76,25,81,56
77,32,19,78,2,19,69,76,31,78
4,4,81,82,86,55,24,48,90,37
61,66,52,8,38,74,97,23,51,72
0,2,13,26,9,41,46,90,31,86
77,80,56,51,84,50,31,94,84,16
51,23,74,10,90,32,27,7,62,65
38,58,65,91,50,79,0,10,27,13
90,2,31,61,83,34,95,40,82,97
35,62,82,79,73,20,82,2,93,24
31,41,62,39,79,96,62,5,2,73
32,24,66,6,20,51,70,3,38,58
60,7,36,34,12,5,67,11,87,44
25,33,63,35,11,17,34,52,71,93
48,50,42,54,46,59,14,31,40,44
40,79,85,83,42,74,97,57,22,73
44,59,8,2,68,91,31,4,5,36
44,82,95,5,95,50,34,0,2,81
72,21,91,1,73,45,35,65,89,0
79,8,9,8,20,46,35,87,5,19
26,6,13,24,5,59,83,59,35,31
74,57,100,85,65,70,17,2,9,49
1,9,6,67,84,79,43,26,89,80
66,41,13,94,28,45,23,35,7,58
47,84,55,68,30,93,13,56,79,35
56,10,74,83,60,94,39,85,19,18
47,87,30,83,66,15,2,60,99,67
3,84,95,12,19,1,14,96,44,5
88,29,88,81,4,59,78,1,28,62
6,92,0,44,34,41,28,100,43,77
85,34,4,62,19,65,49,18,59,29
47,53,34,3,85,93,100,55,30,75
18,46,96,5,7,11,13,64,57,18
17,17,2,55,38,62,59,39,5,20
53,39,65,69,16,14,31,8,30,11
42,100,56,1,33,1,54,41,54,77
6,50,84,33,37,70,50,85,87,94
46,37,42,99,31,94,62,48,87,70
99,69,8,6,34,50,97,27,74,59
43,8,83,74,28,60,93,19,76,25
39,36,81,84,23,88,89,56,88,37
80,23,35,6,83,49,37,75,61,51
7,54,61,44,54,83,60,94,14,63
22,86,86,48,76,19,3,11,27,83
96,69,47,95,32,100,73,14,43,34
59,37,35,66,79,58,66,96,51,82
92,56,16,17,33,67,13,84,56,88
100,24,63,47,41,79,87,4,36,17
66,81,66,32,31,85,94,19,68,60
68,38,98,35,14,91,85,69,88,4
56,55,35,89,16,56,80,1,90,29
93,9,68,43,87,88,94,64,80,67
100,99,72,84,19,73,25,33,60,47
74,36,50,91,60,50,57,23,7,68
94,3,3,78,41,62,90,100,21,81
31,46,2,42,45,21,15,28,100,30
57,61,37,89,83,16,84,51,81,69
82,0,84,43,25,74,64,12,52,35
28,56,9,7,73,46,35,2,56,65
37,97,22,3,0,21,70,5,22,2
69,99,8,69,49,7,18,98,22,31
13,67,45,67,26,55,19,26,76,3
87,69,63,98,36,23,5,38,8,24
15,96,52,66,29,40,41,76,13,55
96,35,19,55,6,57,59,16,70,19
32,21,92,49,13,82,3,29,55,93
62,56,38,26,72,10,96,32,47,54
70,74,42,27,6,36,76,30,82,15
62,93,74,0,1,30,29,96,51,46
96,4,61,64,20,18,63,54,28,64
71,68,3,36,71,82,39,76,88,53
83,31,71,19,17,80,90,9,88,60
67,97,95,100,76,20,71,28,25,52
14,76,30,77,50,40,54,43,26,50
87,90,41,39,9,87,81,67,30,58
31,94,45,65,62,45,59,81,34,12
92,67,71,9,4,1,0,46,76,9
65,21,82,36,75,16,39,48,13,84
44,93,14,32,74,3,44,84,45,81
27,94,8,67,8,10,75,34,64,45
31,70,10,64,0,98,52,47,8,8
88,11,35,46,32,36,42,62,67,86
1,39,63,71,83,61,27,53,84,83
1,29,51,30,21,44,61,11,17,55
13,89,74,88,79,22,58,97,37,10
12,43,58,15,48,87,13,70,32,34
40,71,26,53,20,34,73,10,49,45
2,2,29,48,27,10,55,26,54,100
77,53,75,4,2,29,66,37,26,57
11,4,73,8,21,48,35,72,39,98
45,43,44,92,51,88,50,78,9,44
59,12,48,95,76,86,57,51,18,4
46,58,93,5,65,1,52,20,57,72
6,60,100,13,99,14,68,43,42,58
40,66,44,37,93,4,94,5,39,55
34,41,80,65,50,66,97,76,20,87
97,72,11,74,99,0,93,61,81,43
98,78,40,56,70,92,41,73,48,47
1,50,62,63,40,43,63,70,38,44
47,66,61,64,80,46,10,4,40,19
96,48,28,40,14,85,10,93,68,60
15,9,53,37,17,45,14,34,22,78
92,36,15,33,64,9,3,0,61,84
8,81,41,12,68,6,41,71,65,2
16,22,82,71,3,69,82,22,17,91
45,21,87,72,87,97,63,67,83,47
60,42,51,35,88,42,88,19,4,78
55,67,53,71,66,12,100,52,66,24
45,95,87,34,63,97,41,16,64,62
89,24,55,11,38,79,5,99,31,44
4,14,45,40,63,9,52,48,62,54
86,2,91,12,11,32,29,12,34,52
33,82,84,53,17,92,7,94,49,37
65,35,43,41,8,96,79,35,38,38
83,71,30,88,68,4,44,25,33,35
3,19,15,42,69,11,95,68,22,28
0,72,74,41,55,74,28,23,34,65
45,93,4,45,78,70,23,80,57,65
56,24,96,70,11,50,5,43,21,25
13,51,9,84,13,62,5,44,6,12
90,54,78,7,28,88,60,74,10,39
69,26,25,96,72,45,35,16,18,81
85,14,75,87,37,47,21,70,98,40
95,87,19,82,99,21,86,29,13,43
23,22,17,22,65,1,82,18,45,92
13,97,31,20,34,67,7,85,33,60
20,77,51,17,95,67,62,97,65,17
38,19,33,74,41,63,78,46,89,88
74,32,18,73,65,77,33,13,17,59
56,21,13,11,49,1,67,18,79,24
10,53,37,90,13,24,21,75,25,15
32,89,18,6,2,3,96,93,92,41
92,77,5,69,3,24,13,16,29,62
0,62,22,69,84,22,19,28,85,46
36,47,50,46,22,1,41,10,61,77
32,4,9,47,6,67,68,86,74,68
58,75,0,98,72,23,1,95,66,5
27,26,78,97,84,66,75,76,2,55
77,43,18,36,28,30,18,31,25,27
38,57,26,7,93,39,13,99,36,80
79,74,89,66,98,3,36,94,51,65
32,14,100,45,46,68,7,8,1,15
85,80,71,40,89,29,85,45,58,41
11,3,23,34,63,44,0,72,48,11
38,81,11,57,73,1,12,92,83,5
27,25,90,64,88,31,85,24,9,25
83,53,21,15,53,24,62,27,19,86
55,86,84,81,86,75,76,9,49,65
36,29,10,19,70,20,27,69,28,69
84,37,94,50,58,91,86,98,38,30
5,36,54,42,21,50,40,13,36,20
57,55,13,0,17,51,56,64,95,16
83,35,61,57,24,36,44,48,78,30
89,32,58,63,49,37,32,29,16,15
89,70,44,42,52,67,87,75,69,99
96,86,42,14,14,96,49,63,26,0
19,30,59,31,94,48,79,78,52,91
97,70,56,96,43,26,26,37,65,1
80,62,33,62,98,76,49,39,35,23
76,1,6,57,84,57,74,53,38,57
96,26,50,4,41,18,95,90,18,17
28,7,54,81,94,51,27,62,8,95
26,92,18,31,49,63,43,97,12,50
7,53,70,26,35,52,41,19,36,13
58,63,96,0,16,56,23,3,15,17
58,45,39,15,7,95,23,30,2,16
18,92,30,0,96,64,23,57,17,73
77,65,48,3,97,5,73,38,90,94
88,7,8,29,39,7,94,9,61,8
36,73,94,53,51,76,86,1,98,36
63,17,27,46,57,76,66,55,52,83
56,76,87,36,85,52,8,45,95,30
93,75,15,43,16,78,35,66,44,29
4,44,97,39,39,66,51,93,23,6
3,87,96,54,84,9,98,82,80,90
1,17,44,23,74,41,35,59,25,57
40,90,45,41,40,7,29,59,1,93
3,36,13,95,9,90,80,28,47,33
15,33,53,30,79,53,99,27,35,57
84,5,10,49,64,81,0,29,67,15
78,97,20,90,39,30,83,26,97,52
55,73,34,94,14,70,94,26,40,9
20,54,54,93,3,56,89,13,41,13
64,78,64,53,46,15,0,13,55,95
52,58,40,71,61,57,49,16,23,49
24,78,56,9,93,18,89,13,92,56
11,71,9,18,31,47,23,74,13,19
58,29,31,43,53,72,62,84,53,6
82,98,80,48,41,18,4,14,92,22
81,29,64,7,54,30,24,80,92,68
93,58,24,58,46,71,55,0,89,87
97,99,69,19,93,100,25,81,72,31
84,30,59,26,69,39,12,80,20,29
9,41,88,54,41,65,34,57,45,41
11,87,75,96,55,56,53,19,44,9
45,7,13,52,90,2,17,8,83,8
33,87,61,11,81,61,15,4,41,23
76,42,36,98,19,4,54,52,58,5
3,14,60,75,82,10,44,57,96,30
68,20,36,58,39,75,81,18,83,70
100,33,7,0,70,34,94,79,75,48
73,53,18,62,73,19,21,65,49,60
63,33,41,69,11,3,9,21,16,74
90,71,84,28,86,67,8,6,65,9
100,45,36,3,88,30,47,67,0,10
39,66,31,11,69,18,11,12,71,77
53,1,0,47,63,55,97,18,77,86
34,53,47,36,69,9,16,2,42,11
79,62,65,90,38,5,49,79,9,40
67,80,45,12,57,59,10,0,9,48
41,92,30,28,82,77,22,48,85,20
81,59,87,9,21,70,72,24,56,83
17,96,67,81,42,92,74,85,1,96
58,19,60,1,35,41,53,100,51,49
95,94,70,90,48,15,0,12,22,34
34,12,31,12,85,46,39,92,2,63
45,15,75,20,28,22,75,45,25,43
1,90,64,19,78,32,89,41,54,57
10,92,59,32,100,73,9,39,52,68
74,35,78,64,11,14,50,85,31,9
87,87,76,69,4,2,14,40,74,77
62,84,92,28,27,9,90,94,64,45
30,35,40,22,55,43,93,46,19,34
93,79,98,77,64,21,87,37,31,26
19,100,44,14,34,4,69,20,70,76
68,50,76,100,11,26,11,2,46,19
62,67,97,64,30,45,63,0,63,37
58,41,5,84,56,30,13,67,15,22
48,95,75,72,45,69,90,25,86,75
48,20,43,64,53,40,100,62,4,56
38,11,71,33,24,71,86,88,91,9
16,25,91,12,94,32,52,18,2,32
16,20,99,10,27,8,41,36,66,12
17,43,85,44,7,19,57,30,27,40
50,66,48,13,76,45,66,99,19,30
71,73,21,71,56,88,28,76,8,25
17,77,8,55,22,62,19,98,33,71
27,11,32,58,94,26,85,99,14,96
19,0,80,12,72,1,94,16,73,8
76,47,69,41,19,41,77,43,86,92
